var,time,mean,lower,upper
r,NA,0.11665,0.109231,0.123187
Incidence,1,1.060663,1.05666,1.064202
Incidence,2,2.252574,2.235279,2.267917
Incidence,3,3.591989,3.549934,3.629433
Incidence,4,5.097183,5.016327,5.169437
Incidence,5,6.788694,6.651972,6.91133
Incidence,6,8.689611,8.476402,8.881576
Incidence,7,10.825882,10.511408,11.110113
Incidence,8,13.226679,12.781294,13.630801
Incidence,9,15.92479,15.313171,16.48194
Incidence,10,18.957072,18.137277,19.70685
Incidence,11,22.364956,21.287342,23.354532
Incidence,12,26.195015,24.800987,27.480408
Incidence,13,30.499603,28.720176,32.147168
Incidence,14,35.337572,33.091719,37.42572
Incidence,15,40.775081,37.967826,43.396265
Incidence,16,46.886504,43.406732,50.149522
Incidence,17,53.75545,49.473398,57.788101
Incidence,18,61.475912,56.240278,66.428063
Incidence,19,70.153555,63.788191,76.200685
Incidence,20,79.907172,72.207284,87.254454
Incidence,21,90.870314,81.59811,99.757322
Incidence,22,103.193124,92.072825,113.89926
Incidence,23,117.044401,103.756531,129.895142
Incidence,24,132.613922,116.788771,147.988012
Incidence,25,150.115053,131.325193,168.452776
Incidence,26,169.787676,147.539408,191.600379
Incidence,27,191.901499,165.625069,217.782527
Incidence,28,216.75976,185.798176,247.397038
Incidence,29,244.703401,208.299664,280.893877
Incidence,30,276.115762,233.398274,318.782001
Incidence,31,311.427861,261.393766,361.637088
Incidence,32,351.124324,292.620499,410.110283
Incidence,33,395.750064,327.451421,464.938096
Incidence,34,445.917784,366.302529,526.953588
Incidence,35,502.316425,409.637832,597.099031
Incidence,36,565.720653,457.974896,676.440226
Incidence,37,637.001544,511.891026,766.182694
Incidence,38,717.13859,572.030156,867.689996
Incidence,39,807.233207,639.110545,982.504447
Incidence,40,908.523929,713.933354,1112.370556
Incidence,41,1022.403489,797.392212,1259.261526
Incidence,42,1150.438041,890.483894,1425.409241
Incidence,43,1294.388776,994.320218,1613.338173
Incidence,44,1456.236228,1110.141333,1825.903741
Incidence,45,1638.207623,1239.330523,2066.335697
Incidence,46,1842.807638,1383.430731,2338.287199
Incidence,47,2072.852992,1544.162988,2645.890319
Incidence,48,2331.511363,1723.446964,2993.818821
Incidence,49,2622.345159,1923.423899,3387.359182
Incidence,50,2949.360753,2146.482176,3832.490911
Incidence,51,3317.063867,2395.285842,4335.977405
Incidence,52,3730.521867,2672.806432,4905.468709
Incidence,53,4195.433847,2982.358452,5549.617758
Incidence,54,4718.209452,3327.638971,6278.211844
CFR,1,0.010867,0.001028,0.02763
CFR,2,0.009745,0.000944,0.024763
CFR,3,0.008605,0.000756,0.022327
CFR,4,0.007666,0.000748,0.019702
CFR,5,0.006909,0.000682,0.017483
CFR,6,0.006102,0.000573,0.015705
CFR,7,0.008913,0.001215,0.020594
CFR,8,0.007876,0.001001,0.018519
CFR,9,0.007052,0.001002,0.016466
CFR,10,0.008812,0.001681,0.018823
CFR,11,0.009984,0.002304,0.020374
CFR,12,0.015044,0.005397,0.027327
CFR,13,0.033361,0.018422,0.051807
CFR,14,0.039551,0.023451,0.059355
CFR,15,0.049672,0.032007,0.071653
CFR,16,0.053258,0.035015,0.075754
u_delay,NA,0.518931,0.502733,0.538004
predictedDeath,1,1.452105,0.136247,3.653083
predictedDeath,2,1.464315,0.143262,3.697275
predictedDeath,3,1.453863,0.126483,3.733114
predictedDeath,4,1.456177,0.143867,3.696441
predictedDeath,5,1.476311,0.14694,3.723954
predictedDeath,6,1.466224,0.137579,3.744963
predictedDeath,7,2.408065,0.33224,5.501288
predictedDeath,8,2.391388,0.302016,5.513512
predictedDeath,9,2.405537,0.343395,5.52244
predictedDeath,10,3.378556,0.657224,7.105182
predictedDeath,11,4.305773,1.012236,8.548297
predictedDeath,12,7.285827,2.656763,12.81092
predictedDeath,13,18.148502,10.450309,26.723601
predictedDeath,14,24.174838,15.08806,34.039972
predictedDeath,15,34.112455,23.491664,45.578654
predictedDeath,16,41.09599,29.053622,53.662939
