var,time,mean,lower,upper
r,NA,0.149507,0.141102,0.15692
Incidence,1,1.078626,1.07399,1.08273
Incidence,2,2.331213,2.310734,2.349418
Incidence,3,3.785843,3.734896,3.831318
Incidence,4,5.475132,5.374879,5.564996
Incidence,5,7.436967,7.263387,7.59323
Incidence,6,9.715358,9.438084,9.966063
Incidence,7,12.361425,11.942339,12.742046
Incidence,8,15.434552,14.826092,15.989672
Incidence,9,19.003722,18.146855,19.789077
Incidence,10,23.14907,21.970853,24.234007
Incidence,11,27.963688,26.374346,29.434139
Incidence,12,33.555719,31.445153,35.517783
Incidence,13,40.050798,37.2844,42.635049
Incidence,14,47.594877,44.008536,50.961551
Incidence,15,56.357519,51.751661,60.702742
Incidence,16,66.535715,60.668193,72.098978
Incidence,17,78.358332,70.935953,85.431456
Incidence,18,92.091267,82.759708,101.029146
Incidence,19,108.043449,96.375257,119.276912
Incidence,20,126.573805,112.054131,140.625006
Incidence,21,148.099362,130.109011,165.600181
Incidence,22,173.104657,150.899961,194.818683
Incidence,23,202.152676,174.84161,229.001462
Incidence,24,235.897564,202.411421,268.991958
Incidence,25,275.099396,234.159212,315.776911
Incidence,26,320.641353,270.718122,370.510713
Incidence,27,373.549666,312.817237,434.543887
Incidence,28,435.016813,361.29613,509.456415
Incidence,29,506.428468,417.121604,597.096717
Incidence,30,589.394828,481.406974,699.627266
Incidence,31,685.787021,555.434267,819.577942
Incidence,32,797.779427,640.679794,959.908457
Incidence,33,927.898859,738.843585,1124.081381
Incidence,34,1079.081739,851.883299,1316.147583
Incidence,35,1254.740549,982.05326,1540.846184
Incidence,36,1458.841071,1131.949419,1803.721485
Incidence,37,1695.99217,1304.561119,2111.259778
Incidence,38,1971.550164,1503.330715,2471.049388
Incidence,39,2291.740135,1732.222223,2891.967906
Incidence,40,2663.796952,1995.800375,3384.401248
Incidence,41,3096.129202,2299.321648,3960.49991
Incidence,42,3598.509753,2648.839096,4634.478784
Incidence,43,4182.297285,3051.323064,5422.967895
Incidence,44,4860.693815,3514.800199,6345.422741
Incidence,45,5649.044083,4048.513516,7424.604344
Incidence,46,6565.183596,4663.106738,8687.140867
CFR,1,0.018741,0.001873,0.047308
CFR,2,0.016188,0.00158,0.041744
CFR,3,0.01387,0.001231,0.035976
CFR,4,0.012037,0.001171,0.031085
CFR,5,0.010458,0.001003,0.026663
CFR,6,0.009057,0.000848,0.0232
CFR,7,0.012716,0.001753,0.029026
CFR,8,0.010961,0.001486,0.025379
CFR,9,0.00949,0.001352,0.021765
CFR,10,0.011353,0.002167,0.024182
CFR,11,0.012602,0.002951,0.025574
CFR,12,0.018306,0.006704,0.032872
CFR,13,0.039324,0.021942,0.060266
CFR,14,0.045093,0.027164,0.06686
CFR,15,0.054854,0.035416,0.078553
CFR,16,0.05693,0.037872,0.080318
u_delay,NA,0.444941,0.43028,0.462221
predictedDeath,1,1.430761,0.143664,3.601334
predictedDeath,2,1.437051,0.142176,3.703485
predictedDeath,3,1.430082,0.129022,3.693574
predictedDeath,4,1.442793,0.140489,3.703026
predictedDeath,5,1.456588,0.140505,3.679169
predictedDeath,6,1.46586,0.138904,3.736176
predictedDeath,7,2.390651,0.333218,5.399442
predictedDeath,8,2.392964,0.330693,5.482366
predictedDeath,9,2.406601,0.342237,5.453546
predictedDeath,10,3.345058,0.648795,7.042175
predictedDeath,11,4.310414,1.012999,8.589822
predictedDeath,12,7.273323,2.720822,12.777672
predictedDeath,13,18.136826,10.4251,26.601653
predictedDeath,14,24.136939,15.207694,33.816576
predictedDeath,15,34.094445,23.333743,45.61199
predictedDeath,16,41.075265,29.284394,53.578678
